Emp_ID,Emp_Age,Emp_Gender,Education_Level,Education_Field,Dist_from_home,Company_name,Location_HQ,Industry,Country,Emp_Job_Role,Emp_Job_Level,Emp_Job_Satisfaction,Emp_Salary,Emp_Salary_Hike_Per,Emp_Performance_Rating,OverTime,No_Companies_Worked,Emp_Experience,Years_At_Company,Years_In_Current_Role,Years_Since_Last_Promotion,Years_With_Curr_Manager,Work_Life_Balance,Business_Travel,Laid_Off_Count,Laid_Off_Percentage,Laid_Off_Date,Laid_off_Month_Year
178,36,Male,2,Medical,6,BigCommerce,Austin,Retail,United States,Manufacturing Director,2,2,4941,20,4,No,6,7,3,2,0,1,3,Travel_Rarely,180,13%,12/15/22,Dec-22
179,51,Male,4,Life Sciences,8,Freshworks,SF Bay Area,Support,United States,Manufacturing Director,3,4,10650,15,3,No,2,18,4,2,0,3,3,Travel_Frequently,90,2%,12/15/22,Dec-22
182,39,Female,4,Life Sciences,4,LeafLink,New York City,Other,United States,Sales Executive,2,3,5902,14,3,No,4,17,15,11,5,9,4,Travel_Rarely,80,31%,12/15/22,Dec-22
183,25,Male,3,Life Sciences,28,Workmotion,Berlin,HR,United States,Sales Executive,2,3,8639,18,3,No,2,6,2,2,2,2,3,Travel_Rarely,60,20%,12/15/22,Dec-22
184,30,Male,3,Human Resources,9,JD.ID,Jakarta,Retail,Indonesia,Human Resources,2,4,6347,19,3,Yes,0,12,11,9,4,7,1,Travel_Rarely,200,30%,12/14/22,Dec-22
190,32,Female,3,Medical,9,Headspace,Los Angeles,Healthcare,United States,Laboratory Technician,1,1,4200,22,4,No,7,10,5,4,0,4,4,Travel_Rarely,50,4%,12/14/22,Dec-22
192,45,Male,3,Medical,29,ChowNow,Los Angeles,Food,United States,Research Scientist,1,4,3452,13,3,No,5,9,6,5,0,3,2,Travel_Rarely,40,10%,12/14/22,Dec-22
193,38,Female,5,Technical Degree,3,Thumbtack,SF Bay Area,Consumer,United States,Research Scientist,2,3,4317,20,4,Yes,3,19,3,2,2,2,3,Travel_Rarely,160,14%,12/13/22,Dec-22
194,30,Female,3,Life Sciences,18,Edgio,Phoenix,Infrastructure,United States,Research Scientist,1,3,2632,14,3,No,1,5,5,4,0,4,2,Travel_Rarely,95,10%,12/13/22,Dec-22
195,32,Male,2,Medical,9,Komodo Health,SF Bay Area,Healthcare,United States,Sales Executive,2,4,4668,17,3,No,0,9,8,7,0,7,4,Travel_Frequently,78,9%,12/13/22,Dec-22
197,30,Female,3,Technical Degree,5,Viant,Los Angeles,Marketing,United States,Research Scientist,1,1,3204,14,3,No,5,8,3,2,2,2,3,Travel_Rarely,46,13%,12/13/22,Dec-22
198,30,Male,1,Medical,2,Pluralsight,Salt Lake City,Education,United States,Laboratory Technician,1,4,2720,13,3,No,0,6,5,3,1,2,3,Travel_Rarely,400,20%,12-12-2022,Dec-22
199,41,Male,3,Life Sciences,10,Outschool,SF Bay Area,Education,United States,Manager,4,1,17181,13,3,No,4,21,7,6,7,7,2,Travel_Frequently,43,25%,12-10-2022,Dec-22
200,41,Male,4,Life Sciences,9,Xentral,Munich,Product,Germany,Laboratory Technician,1,1,2238,21,4,No,2,7,5,0,1,4,3,Travel_Rarely,20,10%,12-10-2022,Dec-22
201,19,Female,1,Medical,3,Playtika,Tel Aviv,Consumer,Israel,Laboratory Technician,1,2,1483,14,3,No,1,1,1,0,0,0,3,Travel_Rarely,600,15%,12-09-2022,Dec-22
202,40,Female,3,Medical,26,Share Now,Berlin,Transportation,Germany,Research Scientist,2,2,5605,11,3,No,1,20,20,7,2,13,3,Travel_Frequently,150,36%,12-09-2022,Dec-22
204,35,Male,5,Marketing,1,Alice,Sao Paulo,Healthcare,Brazil,Sales Executive,3,2,7295,13,3,No,1,10,10,8,0,6,3,Travel_Rarely,113,16%,12-09-2022,Dec-22
205,53,Male,2,Marketing,6,Primer,London,Finance,United Kingdom,Sales Representative,2,3,2306,20,4,Yes,2,13,7,7,4,5,1,Travel_Rarely,85,33%,12-09-2022,Dec-22
206,45,Male,3,Life Sciences,9,OneFootball,Berlin,Marketing,Germany,Laboratory Technician,2,2,2348,18,3,No,8,20,17,9,0,15,1,Travel_Rarely,62,12%,12-09-2022,Dec-22
207,32,Female,3,Marketing,8,C2FO,Kansas City,Finance,United States,Sales Executive,3,4,8998,14,3,No,1,9,9,8,3,7,3,Travel_Frequently,20,2%,12-09-2022,Dec-22
208,29,Male,1,Technical Degree,1,Airtable,SF Bay Area,Product,United States,Manufacturing Director,2,3,4319,13,3,No,1,10,10,7,0,9,3,Non-Travel,254,20%,12-08-2022,Dec-22
211,51,Male,4,Medical,7,Swiggy,Bengaluru,Food,India,Manufacturing Director,2,3,6132,17,3,No,2,10,1,0,0,0,3,Travel_Rarely,250,3%,12-08-2022,Dec-22
214,58,Female,3,Medical,9,Glints,Singapore,HR,Singapore,Research Scientist,1,2,3346,20,4,Yes,4,9,1,0,0,0,2,Travel_Rarely,198,18%,12-08-2022,Dec-22
215,40,Male,4,Marketing,4,Buser,Sao Paulo,Transportation,Brazil,Sales Executive,3,4,10855,11,3,No,7,15,12,11,2,11,2,Travel_Rarely,160,30%,12-08-2022,Dec-22
216,34,Female,4,Marketing,2,BlackLine,Los Angeles,Finance,United States,Sales Representative,1,3,2231,18,3,No,6,6,4,3,1,2,3,Travel_Frequently,95,5%,12-08-2022,Dec-22
217,22,Male,1,Medical,19,Otonomo,Tel Aviv,Transportation,Israel,Research Scientist,1,4,2323,24,4,No,1,2,2,2,2,2,3,Travel_Rarely,80,50%,12-08-2022,Dec-22
218,27,Male,3,Medical,9,TechTarget,Boston,Marketing,United States,Research Scientist,1,2,2024,18,3,No,6,6,2,2,2,2,1,Non-Travel,60,5%,12-08-2022,Dec-22
221,28,Male,3,Medical,21,CyCognito,SF Bay Area,Security,United States,Research Scientist,1,4,2713,11,3,No,1,5,5,2,0,2,1,Travel_Rarely,30,15%,12-08-2022,Dec-22
223,57,Male,2,Life Sciences,24,Armis,SF Bay Area,Security,United States,Healthcare Representative,3,4,9439,16,3,Yes,3,12,5,3,1,4,1,Travel_Rarely,25,4%,12-08-2022,Dec-22
224,27,Male,3,Medical,3,Loft,Sao Paulo,Real Estate,Brazil,Research Scientist,1,3,2566,15,3,Yes,1,1,1,1,0,1,2,Non-Travel,312,12%,12-07-2022,Dec-22
226,50,Female,3,Life Sciences,11,Plaid,SF Bay Area,Finance,United States,Manager,5,2,19926,15,3,No,3,21,5,4,4,4,3,Travel_Rarely,260,20%,12-07-2022,Dec-22
227,41,Male,3,Life Sciences,14,Motive,SF Bay Area,Transportation,United States,Research Scientist,1,3,2451,12,3,No,4,13,9,8,1,8,3,Travel_Rarely,237,6%,12-07-2022,Dec-22
228,30,Female,3,Life Sciences,5,Relativity,Chicago,Legal,United States,Sales Executive,3,4,9419,12,3,No,2,12,10,9,7,4,3,Travel_Rarely,150,10%,12-07-2022,Dec-22
230,38,Female,4,Life Sciences,1,Voi,Stockholm,Transportation,United States,Sales Executive,2,4,8686,22,4,No,4,12,8,3,0,7,4,Travel_Rarely,130,13%,12-07-2022,Dec-22
231,32,Male,5,Life Sciences,6,Integral Ad Science,New York City,Marketing,United States,Research Scientist,1,3,3038,20,4,No,3,8,5,4,1,4,3,Travel_Rarely,120,13%,12-07-2022,Dec-22
233,27,Male,3,Technical Degree,17,Houzz,SF Bay Area,Consumer,United States,Research Scientist,1,2,3058,16,3,Yes,0,6,5,2,1,1,2,Travel_Rarely,95,8%,12-07-2022,Dec-22
235,19,Female,1,Technical Degree,1,Grover,Berlin,Retail,United States,Sales Representative,1,1,2325,21,4,No,0,1,0,0,0,0,4,Travel_Frequently,40,10%,12-07-2022,Dec-22
238,36,Male,2,Medical,3,Lev,New York City,Real Estate,United States,Laboratory Technician,1,2,2088,12,3,No,4,13,8,7,7,2,2,Travel_Frequently,30,30%,12-07-2022,Dec-22
239,30,Male,3,Medical,9,Lithic,New York City,Finance,United States,Laboratory Technician,2,1,3072,11,3,No,1,12,12,9,6,10,3,Non-Travel,27,18%,12-07-2022,Dec-22
240,45,Female,2,Life Sciences,4,Doma,SF Bay Area,Finance,United States,Sales Executive,2,1,5006,11,3,Yes,4,9,5,4,0,3,4,Travel_Rarely,515,40%,12-06-2022,Dec-22
241,56,Female,3,Life Sciences,8,BuzzFeed,New York City,Media,United States,Research Scientist,1,1,4257,18,3,Yes,4,19,2,2,2,2,3,Travel_Rarely,180,12%,12-06-2022,Dec-22
242,33,Male,3,Life Sciences,2,Weedmaps,Los Angeles,Other,United States,Research Scientist,1,4,2500,14,3,No,0,4,3,1,0,2,4,Travel_Rarely,175,25%,12-06-2022,Dec-22
243,19,Male,3,Life Sciences,2,Chipper Cash,SF Bay Area,Finance,United States,Laboratory Technician,1,4,1102,22,4,No,1,1,1,0,1,0,2,Travel_Rarely,50,13%,12-06-2022,Dec-22
244,46,Female,2,Marketing,1,Stash,New York City,Finance,United States,Sales Executive,3,1,10453,25,4,No,1,24,24,13,15,7,3,Travel_Rarely,32,8%,12-06-2022,Dec-22
245,38,Female,2,Life Sciences,9,Perimeter 81,Tel Aviv,Security,Israel,Laboratory Technician,1,4,2288,12,3,No,1,2,2,2,2,1,3,Travel_Rarely,20,8%,12-06-2022,Dec-22
246,31,Female,1,Medical,12,Koinly,London,Crypto,United Kingdom,Research Scientist,1,4,3929,23,4,Yes,8,7,4,2,0,2,3,Travel_Rarely,16,14%,12-06-2022,Dec-22
247,34,Female,2,Medical,27,Bridgit,Waterloo,Construction,Canada,Research Scientist,1,2,2311,15,3,No,2,9,3,2,1,2,3,Travel_Rarely,13,13%,12-06-2022,Dec-22
248,41,Female,2,Marketing,20,Swyftx,Brisbane,Crypto,Australia,Sales Representative,1,2,3140,22,4,Yes,1,4,4,3,0,2,2,Travel_Rarely,90,40%,12-05-2022,Dec-22
249,50,Male,3,Medical,1,Aqua Security,Boston,Security,United States,Laboratory Technician,1,3,3690,15,3,No,2,5,3,2,0,2,2,Travel_Rarely,65,10%,12-05-2022,Dec-22
250,53,Female,2,Medical,13,DataRails,Tel Aviv,Finance,Israel,Manufacturing Director,2,1,4450,11,3,No,1,5,4,2,1,3,3,Travel_Rarely,30,18%,12-05-2022,Dec-22
252,33,Female,3,Medical,14,Cognyte,Tel Aviv,Security,Israel,Research Scientist,1,2,2756,13,3,No,1,8,8,7,1,6,3,Travel_Rarely,100,5%,12-02-2022,Dec-22
253,40,Female,1,Medical,4,Polly,Burlington,Finance,United States,Manager,5,3,19033,14,3,No,1,21,20,8,9,9,3,Travel_Rarely,47,15%,12-02-2022,Dec-22
254,55,Male,4,Medical,14,Carousell,Singapore,Retail,Singapore,Research Director,5,2,18722,11,3,No,8,36,24,15,2,15,3,Travel_Rarely,110,10%,12-01-2022,Dec-22
256,34,Male,1,Life Sciences,2,Bizzabo,New York City,Marketing,United States,Manufacturing Director,2,3,9547,17,3,No,1,10,10,9,1,9,2,Travel_Frequently,100,37%,12-01-2022,Dec-22
258,51,Female,3,Medical,3,BloomTech,SF Bay Area,Education,United States,Healthcare Representative,4,2,13734,18,3,No,3,21,7,7,1,0,3,Travel_Rarely,88,50%,12-01-2022,Dec-22
259,52,Male,4,Life Sciences,1,Netlify,SF Bay Area,Product,United States,Manager,5,3,19999,14,3,No,0,34,33,18,11,9,3,Travel_Rarely,48,16%,12-01-2022,Dec-22
260,27,Female,3,Medical,9,Springbig,Miami,Sales,United States,Research Scientist,1,2,2279,16,3,No,1,7,7,7,0,3,2,Travel_Rarely,37,23%,12-01-2022,Dec-22
261,35,Male,2,Life Sciences,23,DoorDash,SF Bay Area,Food,United States,Manufacturing Director,2,3,5916,13,3,Yes,3,8,1,0,0,1,3,Travel_Rarely,1250,6%,11/30/22,Nov-22
262,43,Male,3,Medical,7,Kraken,SF Bay Area,Crypto,United States,Research Scientist,1,4,2089,14,3,No,4,7,5,4,2,2,4,Non-Travel,1100,30%,11/30/22,Nov-22
264,45,Male,2,Medical,2,Happy Money,Los Angeles,Finance,United States,Manager,4,4,16792,23,4,No,9,22,20,8,11,8,3,Non-Travel,158,34%,11/30/22,Nov-22
267,37,Male,3,Life Sciences,21,Ula,Jakarta,Retail,Indonesia,Research Scientist,1,1,3564,12,3,Yes,1,8,8,7,1,7,2,Travel_Rarely,134,23%,11/30/22,Nov-22
269,35,Female,3,Medical,2,Wonder,New York City,Food,United States,Laboratory Technician,2,2,4425,11,3,No,5,10,6,2,1,2,3,Travel_Frequently,130,7%,11/30/22,Nov-22
270,42,Female,2,Medical,21,Grin,Sacramento,Marketing,United States,Manufacturing Director,2,3,5265,16,3,No,2,11,5,3,0,2,3,Non-Travel,60,13%,11/30/22,Nov-22
271,38,Male,4,Life Sciences,2,UalÃ¡,Buenos Aires,Finance,Argentina,Manufacturing Director,2,3,6553,14,3,No,9,14,1,0,0,0,3,Travel_Rarely,53,3%,11/30/22,Nov-22
273,38,Male,3,Technical Degree,29,Teachmint,Bengaluru,Education,India,Manufacturing Director,2,4,6261,18,3,No,3,9,7,7,1,7,1,Travel_Rarely,45,5%,11/30/22,Nov-22
274,27,Male,1,Technical Degree,1,Thread,London,Retail,United Kingdom,Manufacturing Director,2,1,4298,19,3,No,5,6,2,2,2,0,3,Travel_Frequently,30,50%,11/30/22,Nov-22
275,49,Male,4,Life Sciences,18,Lyst,London,Retail,United Kingdom,Manufacturing Director,2,4,6804,15,3,Yes,1,7,7,7,1,7,3,Non-Travel,50,25%,11/29/22,Nov-22
277,34,Male,4,Medical,10,CoinJar,Melbourne,Crypto,Australia,Research Scientist,1,3,3815,17,3,Yes,1,5,5,3,2,0,4,Travel_Frequently,10,20%,11/29/22,Nov-22
281,40,Male,2,Medical,19,Infarm,Berlin,Other,Germany,Laboratory Technician,2,4,2741,15,3,Yes,8,15,7,2,3,7,4,Travel_Rarely,500,50%,11/28/22,Nov-22
282,38,Male,1,Medical,29,Wildlife Studios,Sao Paulo,Consumer,Brazil,Healthcare Representative,2,1,6673,19,3,Yes,7,17,1,0,0,0,3,Travel_Rarely,300,20%,11/28/22,Nov-22
283,29,Female,3,Marketing,27,Hirect,Bengaluru,Recruiting,India,Sales Executive,3,4,7639,22,4,No,1,10,10,4,1,9,2,Travel_Rarely,200,40%,11/28/22,Nov-22
284,22,Male,3,Life Sciences,5,ApplyBoard,Waterloo,Education,Canada,Research Scientist,1,2,2328,16,3,Yes,1,4,4,2,2,2,2,Travel_Rarely,90,6%,11/28/22,Nov-22
286,36,Female,1,Medical,18,Ajaib,Jakarta,Finance,Indonesia,Laboratory Technician,1,4,2153,13,3,No,1,8,8,1,1,7,3,Travel_Frequently,67,8%,11/28/22,Nov-22
287,40,Male,5,Life Sciences,9,Candy Digital,New York City,Crypto,United States,Healthcare Representative,2,4,4876,14,3,No,9,5,3,2,0,2,1,Non-Travel,33,33%,11/28/22,Nov-22
288,46,Male,4,Medical,1,ResearchGate,Berlin,Other,Germany,Healthcare Representative,3,1,9396,16,3,No,7,17,4,2,0,3,3,Travel_Rarely,25,10%,11/28/22,Nov-22
291,32,Male,4,Medical,4,VerSe Innovation,Bengaluru,Media,India,Sales Executive,3,4,10400,11,3,No,1,14,14,8,9,8,2,Travel_Rarely,150,5%,11/25/22,Nov-22
292,30,Male,1,Life Sciences,1,Carwow,London,Transportation,United Kingdom,Manufacturing Director,3,3,8474,22,4,No,1,12,11,8,5,8,3,Non-Travel,70,20%,11/25/22,Nov-22
293,27,Female,3,Life Sciences,20,Vendease,Lagos,Food,Nigeria,Sales Executive,2,3,9981,14,3,No,1,7,7,7,0,7,3,Travel_Frequently,27,9%,11/25/22,Nov-22
296,51,Male,4,Life Sciences,8,Lemon,Buenos Aires,Crypto,Argentina,Research Director,3,2,12490,16,3,No,5,16,10,9,4,7,1,Travel_Rarely,100,38%,11/24/22,Nov-22
297,30,Female,3,Technical Degree,3,Quidax,Lagos,Crypto,Nigeria,Research Scientist,1,1,2657,11,3,Yes,5,8,5,2,0,4,3,Travel_Rarely,20,20%,11/24/22,Nov-22
298,41,Female,3,Life Sciences,6,SIRCLO,Jakarta,Retail,Indonesia,Manager,3,4,13591,18,3,Yes,3,16,1,0,0,0,3,Travel_Rarely,160,8%,11/22/22,Nov-22
299,30,Female,4,Marketing,26,Trax,Singapore,Retail,Singapore,Sales Executive,2,1,6696,15,3,No,5,9,6,3,0,1,2,Travel_Frequently,80,8%,11/22/22,Nov-22
300,29,Male,3,Technical Degree,1,Kitopi,Dubai,Food,United States,Research Scientist,1,3,2058,14,3,No,0,7,6,2,1,5,2,Travel_Rarely,93,10%,11/21/22,Nov-22
302,45,Female,3,Medical,6,Zomato,Gurugram,Food,India,Sales Executive,3,4,8865,12,3,No,6,23,19,7,12,8,3,Non-Travel,100,4%,11/19/22,Nov-22
303,54,Female,3,Marketing,3,Carvana,Phoenix,Transportation,United States,Sales Executive,2,1,5940,14,3,No,2,16,6,2,0,5,3,Travel_Rarely,1500,8%,11/18/22,Nov-22
304,36,Male,2,Life Sciences,5,Nuro,SF Bay Area,Transportation,United States,Laboratory Technician,2,2,5914,16,3,No,8,16,13,11,3,7,4,Travel_Rarely,300,20%,11/18/22,Nov-22
305,33,Female,4,Medical,4,Synthego,SF Bay Area,Healthcare,United States,Research Scientist,1,2,2622,21,4,No,6,7,3,2,1,1,3,Travel_Rarely,105,20%,11/18/22,Nov-22
306,37,Male,3,Other,11,Roku,SF Bay Area,Media,United States,Research Director,3,4,12185,14,3,Yes,1,10,10,8,0,7,3,Travel_Frequently,200,7%,11/17/22,Nov-22
307,38,Male,3,Life Sciences,3,Juni,Gothenburg,Finance,Sweden,Sales Executive,3,3,10609,12,3,No,0,17,16,10,5,13,2,Travel_Rarely,72,33%,11/17/22,Nov-22
308,31,Male,4,Medical,1,Capitolis,New York City,Finance,United States,Manufacturing Director,2,3,4345,12,3,No,0,6,5,4,1,4,3,Non-Travel,37,25%,11/17/22,Nov-22
309,59,Male,3,Life Sciences,3,TealBook,Toronto,Other,Canada,Research Scientist,1,4,2177,17,3,No,3,7,1,0,0,0,3,Travel_Rarely,34,19%,11/17/22,Nov-22
311,37,Male,4,Marketing,4,Koho,Toronto,Finance,Canada,Sales Representative,1,4,2793,17,3,No,4,13,9,8,5,8,3,Travel_Frequently,15,4%,11/17/22,Nov-22
312,29,Female,1,Medical,1,&Open,Dublin,Marketing,Ireland,Sales Executive,3,4,7918,14,3,No,1,11,11,10,4,1,3,Travel_Frequently,9,9%,11/17/22,Nov-22
314,35,Female,3,Marketing,1,Amazon,Seattle,Retail,United States,Sales Executive,3,3,8789,14,3,No,1,10,10,7,0,8,4,Travel_Frequently,10000,3%,11/16/22,Nov-22
315,29,Male,1,Medical,18,Cisco,SF Bay Area,Infrastructure,United States,Research Scientist,1,4,2389,13,3,Yes,1,4,4,3,0,1,2,Travel_Rarely,4100,5%,11/16/22,Nov-22
316,52,Female,3,Life Sciences,2,Twiga,Nairobi,Food,Kenya,Laboratory Technician,1,4,3212,15,3,No,7,6,2,2,2,2,2,Travel_Rarely,211,21%,11/16/22,Nov-22
319,42,Male,2,Technical Degree,4,Wayflyer,Dublin,Marketing,Ireland,Manager,5,4,19232,11,3,No,1,22,22,17,11,15,3,Travel_Rarely,200,40%,11/16/22,Nov-22
321,59,Male,2,Medical,6,SimilarWeb,New York City,Other,United States,Human Resources,1,3,2267,17,3,No,8,7,2,2,2,2,2,Travel_Rarely,120,10%,11/16/22,Nov-22
323,50,Female,4,Medical,1,Salsify,Boston,Retail,United States,Manager,5,4,19517,11,3,No,3,32,7,0,0,6,2,Travel_Rarely,90,11%,11/16/22,Nov-22
325,33,Male,3,Medical,14,Lokalise,Dover,Other,United States,Laboratory Technician,1,4,2436,13,3,Yes,5,8,5,4,0,4,1,Travel_Rarely,76,23%,11/16/22,Nov-22
327,43,Female,3,Marketing,16,Yotpo,New York City,Marketing,United States,Manager,4,4,16064,22,4,Yes,5,22,17,13,1,9,3,Travel_Rarely,70,9%,11/16/22,Nov-22
328,33,Female,2,Life Sciences,2,Pear Therapeutics,Boston,Healthcare,United States,Laboratory Technician,1,1,2707,20,4,No,7,13,9,7,1,7,4,Travel_Rarely,59,22%,11/16/22,Nov-22
329,52,Male,4,Life Sciences,2,UiPath,New York City,Data,United States,Manager,5,3,19068,18,3,Yes,1,33,33,7,15,12,4,Non-Travel,241,6%,11/15/22,Nov-22
330,32,Female,2,Life Sciences,4,Asana,SF Bay Area,Other,United States,Sales Representative,1,2,3931,11,3,No,2,6,4,3,1,2,3,Travel_Rarely,180,9%,11/15/22,Nov-22
331,32,Male,3,Life Sciences,1,OwnBackup,New York City,Security,United States,Laboratory Technician,1,3,3730,14,3,Yes,0,4,3,2,1,2,1,Travel_Rarely,170,17%,11/15/22,Nov-22
332,39,Female,4,Medical,1,Deliveroo Australia,Melbourne,Food,Australia,Laboratory Technician,1,3,2232,14,3,No,7,7,3,2,1,2,3,Travel_Rarely,120,100%,11/15/22,Nov-22
333,32,Male,4,Marketing,26,Productboard,SF Bay Area,Product,United States,Sales Executive,2,4,4465,18,3,No,0,4,3,2,2,2,3,Non-Travel,100,20%,11/15/22,Nov-22
334,41,Male,2,Life Sciences,19,Protocol,SF Bay Area,Media,United States,Research Scientist,2,1,3072,16,3,No,2,17,1,0,0,0,2,Travel_Rarely,60,100%,11/15/22,Nov-22
335,40,Male,2,Technical Degree,24,Jimdo,Hamburg,Other,Germany,Research Scientist,2,4,3319,17,3,No,1,9,9,8,4,7,3,Travel_Rarely,50,16%,11/15/22,Nov-22
336,45,Male,3,Other,1,Viber,Luxembourg,Consumer,Luxembourg,Manager,5,4,19202,11,3,No,0,25,24,0,1,7,3,Travel_Rarely,45,8%,11/15/22,Nov-22
337,31,Male,4,Medical,3,CaptivateIQ,SF Bay Area,Sales,United States,Research Director,3,3,13675,12,3,No,9,9,2,2,2,2,3,Travel_Frequently,31,10%,11/15/22,Nov-22
338,33,Female,4,Life Sciences,5,Illumina,San Diego,Healthcare,United States,Research Scientist,1,4,2911,13,3,No,1,2,2,2,0,2,2,Travel_Rarely,500,5%,11/14/22,Nov-22
339,34,Male,4,Life Sciences,2,iFit,Logan,Fitness,United States,Manufacturing Director,2,1,5957,13,3,No,6,13,11,9,5,9,3,Travel_Rarely,300,20%,11/14/22,Nov-22
340,37,Female,2,Medical,1,Ribbon,New York City,Real Estate,United States,Research Scientist,1,1,3920,14,3,No,2,17,3,1,0,2,2,Travel_Rarely,170,85%,11/14/22,Nov-22
341,45,Male,4,Life Sciences,7,Pipedrive,Tallin,Sales,Estonia,Manufacturing Director,2,3,6434,17,3,No,4,9,3,2,0,2,3,Travel_Frequently,143,15%,11/14/22,Nov-22
342,37,Male,3,Medical,10,Intercom,SF Bay Area,Support,United States,Manufacturing Director,3,3,10048,11,3,No,6,17,1,0,0,0,3,Travel_Frequently,124,13%,11/14/22,Nov-22
343,39,Female,4,Technical Degree,2,Pear Therapeutics,Boston,Healthcare,United States,Healthcare Representative,3,3,10938,25,4,No,0,20,19,6,11,8,3,Travel_Frequently,59,22%,11/14/22,Nov-22
346,29,Male,3,Life Sciences,15,Cloudinary,SF Bay Area,Media,United States,Research Scientist,1,4,2340,19,3,No,1,6,6,5,1,5,3,Travel_Rarely,40,8%,11/14/22,Nov-22
347,42,Female,2,Life Sciences,17,Veev,SF Bay Area,Real Estate,United States,Research Scientist,2,1,6545,13,3,Yes,3,10,3,2,0,2,3,Travel_Rarely,100,30%,11-11-2022,Nov-22
349,29,Male,2,Marketing,20,Forto,Berlin,Logistics,United States,Sales Executive,2,4,6931,14,3,No,2,10,3,2,0,2,3,Travel_Rarely,60,8%,11-11-2022,Nov-22
350,25,Female,3,Life Sciences,1,GoTo Group,Jakarta,Transportation,Indonesia,Manufacturing Director,2,3,4898,12,3,No,0,5,4,2,1,2,3,Travel_Rarely,1300,12%,11-10-2022,Nov-22
351,42,Female,3,Medical,2,Juul,SF Bay Area,Consumer,United States,Laboratory Technician,1,1,2593,11,3,Yes,0,10,9,6,7,8,3,Travel_Rarely,400,30%,11-10-2022,Nov-22
352,40,Male,2,Medical,2,Blend,SF Bay Area,Finance,United States,Research Director,5,3,19436,19,3,No,0,22,21,7,3,9,3,Travel_Rarely,100,6%,11-10-2022,Nov-22
353,51,Male,3,Life Sciences,1,InfluxData,SF Bay Area,Data,United States,Research Scientist,1,4,2723,11,3,No,1,1,1,0,0,0,2,Travel_Rarely,65,27%,11-10-2022,Nov-22
355,31,Male,2,Medical,29,SoundHound,SF Bay Area,Other,United States,Laboratory Technician,1,2,3479,11,3,No,0,6,5,4,1,4,4,Travel_Frequently,45,10%,11-10-2022,Nov-22
359,32,Male,3,Life Sciences,7,Ocavu,Lehi,Crypto,United States,Laboratory Technician,1,2,2794,20,4,No,1,5,5,1,0,3,1,Travel_Frequently,20,48%,11-10-2022,Nov-22
361,38,Male,2,Life Sciences,2,Meta,SF Bay Area,Consumer,United States,Sales Executive,2,4,5249,18,3,No,3,13,8,7,7,5,3,Non-Travel,11000,13%,11-09-2022,Nov-22
362,32,Male,1,Technical Degree,2,Redfin,Seattle,Real Estate,United States,Laboratory Technician,2,1,2176,13,3,No,4,9,6,2,0,4,3,Travel_Rarely,862,13%,11-09-2022,Nov-22
363,46,Female,3,Technical Degree,2,Flyhomes,Seattle,Real Estate,United States,Manager,4,2,16872,12,3,Yes,3,28,7,7,7,7,2,Travel_Rarely,300,40%,11-09-2022,Nov-22
364,28,Male,4,Life Sciences,2,AvantStay,Los Angeles,Travel,United States,Laboratory Technician,1,3,3485,11,3,No,2,5,0,0,0,0,1,Travel_Rarely,144,22%,11-09-2022,Nov-22
366,29,Male,3,Medical,2,Root Insurance,Columbus,Finance,United States,Sales Executive,2,2,6644,19,3,No,2,10,0,0,0,0,3,Travel_Rarely,137,20%,11-09-2022,Nov-22
367,31,Male,3,Medical,23,Liftoff,SF Bay Area,Marketing,United States,Healthcare Representative,2,4,5582,21,4,No,0,10,9,0,7,8,3,Travel_Rarely,130,15%,11-09-2022,Nov-22
369,25,Male,2,Life Sciences,5,Plum,Bengaluru,Healthcare,India,Healthcare Representative,2,1,4000,12,3,No,1,6,6,3,1,5,3,Non-Travel,36,10%,11-09-2022,Nov-22
372,45,Male,2,Medical,20,Kabam,SF Bay Area,Consumer,United States,Healthcare Representative,4,4,13496,14,3,Yes,0,21,20,7,4,10,3,Travel_Rarely,35,7%,11-09-2022,Nov-22
373,36,Male,3,Life Sciences,6,Namogoo,Tel Aviv,Marketing,United States,Laboratory Technician,1,4,3210,11,3,No,0,16,15,13,10,11,3,Travel_Rarely,25,15%,11-09-2022,Nov-22
374,55,Male,3,Medical,1,Repertoire Immune Medicines,Boston,Healthcare,United States,Manager,5,1,19045,14,3,Yes,0,37,36,10,4,13,3,Travel_Rarely,65,50%,11-08-2022,Nov-22
376,47,Male,4,Life Sciences,29,Salesforce,SF Bay Area,Sales,United States,Manager,3,2,11849,12,3,Yes,1,10,10,7,9,9,2,Non-Travel,1000,1%,11-07-2022,Nov-22
377,28,Male,3,Medical,9,Unacademy,Bengaluru,Education,India,Research Scientist,1,4,2070,23,4,No,1,5,5,2,0,4,2,Travel_Rarely,350,10%,11-07-2022,Nov-22
378,37,Male,4,Medical,6,Zendesk,SF Bay Area,Support,United States,Sales Executive,2,4,6502,14,3,No,4,7,5,4,0,1,4,Travel_Rarely,350,5%,11-07-2022,Nov-22
379,21,Male,2,Medical,3,Dock,Sao Paulo,Finance,Brazil,Research Scientist,1,3,3230,17,3,No,1,3,3,2,1,0,4,Travel_Rarely,190,12%,11-07-2022,Nov-22
380,37,Female,4,Medical,1,Varonis,New York City,Security,United States,Research Director,3,4,13603,18,3,Yes,2,15,5,2,0,2,3,Non-Travel,110,5%,11-06-2022,Nov-22
